Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,1607,0%,0,P553,5,31
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,K13,C469F,1602,0%,0,C469,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,K13,C469Y,1602,0%,0,C469,5,16
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,1581,0%,0,D584,5,20
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,1597,0%,0,I543,5,22
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,K13,V568G,1590,0%,0,V568,5,33
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,1601,0%,0,R515,5,24
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,1581,0%,0,G449,5,25
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,1581,0%,0,F446,5,31
19GNHa00xp003PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,158,0%,0,D584,5,3
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,158,0%,0,P441,5,4
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M343L,158,0%,0,M343,5,34
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,DHFR,I164L,162,0%,0,I164,5,17
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,C469F,165,0%,0,C469,5,1
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,165,0%,0,C469,5,1
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,1584,0%,0,G538,5,35
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,1587,0%,0,R539,5,35
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,1591,0%,0,D584,5,21
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,1588,0%,0,C580,5,20
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,1588,0%,0,I258,5,29
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,K13,A578S,1586,0%,0,A578,5,33
19GNHa00xp022PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,1589,0%,0,Y268,4,22
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,1596,0%,0,F446,5,35
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,P553L,1616,0%,0,P553,5,25
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,1597,0%,0,P574,5,20
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,K13,M476I,1608,0%,0,M476,5,16
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,P527H,160,0%,0,P527,5,7
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,160,0%,0,Y493,5,10
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,M476I,161,0%,0,M476,5,1
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,161,0%,0,G449,5,9
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,V568G,165,0%,0,V568,3,26
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,1594,0%,0,P527,5,21
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,K13,R561H,1604,0%,0,R561,5,33
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,K13,A481V,1600,0%,0,A481,5,16
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,P553L,1618,0%,0,P553,5,17
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,1600,0%,0,Y268,5,11
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,1607,0%,0,V568,5,20
19GNHa00xp012PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,1599,0%,0,I258,5,12
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,K13,R622I,1600,0%,0,R622,5,26
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,D584V,1603,0%,0,D584,5,25
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,1619,0%,0,I543,5,35
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,1643,0%,0,P553,5,35
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,I543T,1623,0%,0,I543,5,38
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,1627,0%,0,R561,5,31
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,M476I,16,0%,0,M476,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,Y493H,16,0%,0,Y493,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,P441L,16,0%,0,P441,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,F446I,16,0%,0,F446,1,26
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,T93S,16,0%,0,T93,5,3
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,16,0%,0,H97,5,3
18GNLa00xp007PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,16,0%,0,H97,5,7
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A613S,16,0%,0,A613,5,9
18GNLa00xp012PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,F145I,16,0%,0,F145,5,12
18GNLa00xp016PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A613S,16,0%,0,A613,5,16
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,T93S,16,0%,0,T93,5,21
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,16,0%,0,H97,5,21
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,16,0%,0,Y268,5,23
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,16,0%,0,I258,5,26
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A581G,16,0%,0,A581,5,26
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,16,0%,0,A16,5,4
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,N537I,16,0%,0,N537,5,8
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,16,0%,0,I258,5,8
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,16,0%,0,Y268,5,8
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,16,0%,0,K540,5,9
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,16,0%,0,V73,5,9
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,16,0%,0,M74,5,9
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,PfCRT,I218F,16,0%,0,I218,5,14
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,PfCRT,A220S,16,0%,0,A220,5,14
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,I218F,16,0%,0,I218,5,32
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfCRT,C350R,16,0%,0,C350,5,35
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfCRT,G353V,16,0%,0,G353,5,35
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,PfCRT,I356T,16,0%,0,I356,5,35
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,PfCRT,F145I,16,0%,0,F145,5,38
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,16,0%,0,N1042,6,26
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,K13,D584V,16,0%,0,D584,1,26
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,16,0%,0,F145,5,5
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,16,0%,0,S1034,5,14
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,16,0%,0,F145,5,17
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,16,0%,0,T93,5,19
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,16,0%,0,H97,5,19
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,PfCRT,T93S,16,0%,0,T93,5,20
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,PfCRT,H97Y,16,0%,0,H97,5,20
19GNDo00xp020PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,16,0%,0,S1034,5,20
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,PfCRT,I218F,16,0%,0,I218,5,34
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,PfCRT,A220S,16,0%,0,A220,5,34
19GNDo00xp047PfF1153,Pooled,19,Dorota,00,PfCRT,A220S,16,0%,0,A220,3,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,R539T,16,0%,0,R539,1,26
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,16,0%,0,H97,5,20
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,16,0%,0,C72,5,24
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,16,0%,0,T93,5,25
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,S1034C,16,0%,0,S1034,5,27
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,N537I,17,0%,0,N537,1,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,G538V,17,0%,0,G538,1,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,17,0%,0,I164,5,5
18GNLa00xp017PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,17,0%,0,K540,5,17
18GNMa00xp033PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,17,0%,0,N1042,5,33
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,C72S,17,0%,0,C72,5,5
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,I543T,17,0%,0,I543,1,26
19GNHa00xp022PfF1290,Pooled,19,Hamdalaye,00,DHFR,I164L,17,0%,0,I164,4,22
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfCRT,G353V,17,0%,0,G353,5,27
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,R622I,160,0%,0,R622,5,9
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,R622I,161,0%,0,R622,5,12
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,K13,I543T,163,0%,0,I543,5,2
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,M476I,163,0%,0,M476,5,7
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,R515K,163,0%,0,R515,5,7
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,1604,0%,0,P441,5,28
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,A481V,161,0%,0,A481,5,1
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,161,0%,0,C580,5,9
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,162,0%,0,Y493,5,7
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,M476I,162,0%,0,M476,5,12
19GNHa00xp014PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,163,0%,0,C72,5,14
17GNDo00xp039PfF1153,Pooled,17,Dorota,00,DHFR,A16V,165,0%,0,A16,1,26
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,1647,0%,0,I543,5,31
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,P574L,1618,0%,0,P574,5,17
19GNDo00xp033PfF1290,Pooled,19,Dorota,00,K13,P553L,1623,0%,0,P553,5,33
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,R561H,1646,0%,0,R561,5,25
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,V568G,1635,0%,0,V568,5,17
19GNHa00xp024PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,1621,0%,0,I258,5,24
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,G449A,162,0%,0,G449,5,7
18GNMa00xp031PfF1290,Pooled,18,Maferinyah,00,DHPS,A613S,163,0%,0,A613,5,31
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,A481V,163,0%,0,A481,5,12
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,1627,0%,0,F446,5,20
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,1628,0%,0,C580,5,25
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,R561H,1642,0%,0,R561,5,17
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,P574L,1630,0%,0,P574,5,25
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,K13,V568G,1636,0%,0,V568,5,16
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,K13,A578S,163,0%,0,A578,5,9
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,163,0%,0,P527,5,10
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,R561H,164,0%,0,R561,3,26
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,R561H,164,0%,0,R561,5,12
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,167,0%,0,C72,5,30
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,1635,0%,0,R622,5,15
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,1635,0%,0,G449,5,15
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,1651,0%,0,V568,5,31
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,P441L,1640,0%,0,P441,4,26
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,1654,0%,0,N537,5,31
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,V568G,1643,0%,0,V568,5,25
19GNDo00xp026PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,I258M,1640,0%,0,I258,5,26
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,1640,0%,0,A578,5,20
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,1644,0%,0,R539,5,31
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,K13,D584V,164,0%,0,D584,5,9
18GNMa00xp041PfF1153,Pooled,18,Maferinyah,00,K13,G449A,164,0%,0,G449,2,26
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,P574L,166,0%,0,P574,5,12
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,P553L,169,0%,0,P553,3,26
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,R539T,1643,0%,0,R539,5,38
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,1644,0%,0,I258,5,18
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,C580Y,1651,0%,0,C580,5,17
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,K13,P574L,1649,0%,0,P574,5,16
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,G449A,1646,0%,0,G449,4,26
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,1652,0%,0,P574,5,31
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,1659,0%,0,R515,5,21
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,1664,0%,0,R561,5,35
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,1651,0%,0,G538,5,31
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,N537I,1660,0%,0,N537,5,38
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,A481V,166,0%,0,A481,5,7
18GNMa00xp041PfF1153,Pooled,18,Maferinyah,00,K13,F446I,167,0%,0,F446,2,26
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,DHPS,K540E,169,0%,0,K540,5,27
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,F446I,1659,0%,0,F446,4,26
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,G538V,1656,0%,0,G538,5,38
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,A675V,1661,0%,0,A675,5,35
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,K13,A578S,1661,0%,0,A578,5,25
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,PfCRT,Q271E,166,0%,0,Q271,5,27
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,PfCRT,A220S,166,0%,0,A220,5,36
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,167,0%,0,F446,5,4
18GNMa00xp020PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,171,0%,0,A16,5,20
19GNDo00xp007PfF1290,Pooled,19,Dorota,00,K13,N537I,172,0%,0,N537,5,7
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,K13,Y493H,1666,0%,0,Y493,5,16
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,1666,0%,0,P441,5,19
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,1670,0%,0,G449,5,20
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,1672,0%,0,C580,5,31
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,167,0%,0,Y493,5,1
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,1695,0%,0,R561,5,20
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,D584V,1675,0%,0,D584,5,17
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,K13,N458Y,1674,0%,0,N458,5,26
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,1674,0%,0,P527,5,31
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,D584V,1680,0%,0,D584,5,22
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,K13,A578S,1679,0%,0,A578,5,17
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,M476I,1699,0%,0,M476,5,34
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,K13,D584V,1687,0%,0,D584,5,16
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,PfCRT,I218F,168,0%,0,I218,5,36
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,K13,N458Y,169,0%,0,N458,5,6
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfCRT,N75E,169,0%,0,N75,5,33
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,1685,0%,0,P574,5,20
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,1711,0%,0,P553,5,20
18GNLa00xp020PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,1712,0%,0,V568,5,20
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,C469F,1726,0%,0,C469,4,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,C469Y,1726,0%,0,C469,4,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,K13,N458Y,1692,0%,0,N458,4,26
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,1688,0%,0,G449,5,35
19GNDo00xp016PfF1290,Pooled,19,Dorota,00,K13,C580Y,1696,0%,0,C580,5,16
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,1710,0%,0,P553,5,22
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,1689,0%,0,R622,5,3
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,1690,0%,0,P441,5,27
19GNHa00xp033PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,178,0%,0,K76,5,33
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,G449A,1695,0%,0,G449,5,31
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,R515K,1709,0%,0,R515,5,38
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,K13,P527H,1694,0%,0,P527,5,38
17GNHa00xp038PfF1153,Pooled,17,Hamdalaye,00,DHPS,A613S,17,0%,0,A613,3,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,DHPS,K540E,17,0%,0,K540,4,26
17GNMa00xp048PfF1153,Pooled,17,Maferinyah,00,K13,R539T,17,0%,0,R539,1,26
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,PfMDR1 ,D1246Y,17,0%,0,D1246,5,2
18GNLa00xp007PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,T93S,17,0%,0,T93,5,7
18GNLa00xp009PfF1290,Pooled,18,Lay-Sarè,00,DHFR,A16V,17,0%,0,A16,5,9
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A581G,17,0%,0,A581,5,11
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C72S,17,0%,0,C72,5,18
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,V73V,17,0%,0,V73,5,18
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,I356T,17,0%,0,I356,5,24
18GNLa00xp026PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,H97Y,17,0%,0,H97,5,26
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,K13,P441L,17,0%,0,P441,5,26
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,P527H,17,0%,0,P527,5,8
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,17,0%,0,N75,5,9
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,17,0%,0,K76,5,9
18GNMa00xp010PfF1290,Pooled,18,Maferinyah,00,PfCRT,C72S,17,0%,0,C72,5,10
18GNMa00xp025PfF1290,Pooled,18,Maferinyah,00,DHPS,K540E,17,0%,0,K540,5,25
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,17,0%,0,N1042,5,26
18GNMa00xp026PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,D1246Y,17,0%,0,D1246,5,26
18GNMa00xp028PfF1290,Pooled,18,Maferinyah,00,PfMDR1 ,N1042D,17,0%,0,N1042,5,28
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,C72S,17,0%,0,C72,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,17,0%,0,V73,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,17,0%,0,M74,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,17,0%,0,N75,5,32
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,17,0%,0,K76,5,32
18GNMa00xp039PfF1290,Pooled,18,Maferinyah,00,PfCRT,Q271E,17,0%,0,Q271,5,39
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,K13,P527H,17,0%,0,P527,1,26
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,V73V,17,0%,0,V73,5,5
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,M74I,17,0%,0,M74,5,5
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,N75E,17,0%,0,N75,5,5
19GNDo00xp005PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,17,0%,0,K76,5,5
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,17,0%,0,C72,5,4
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,17,0%,0,H97,5,4
19GNHa00xp013PfF1290,Pooled,19,Hamdalaye,00,DHPS,K540E,17,0%,0,K540,5,13
19GNHa00xp020PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,17,0%,0,T93,5,20
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,DHPS,K540E,17,0%,0,K540,5,21
19GNHa00xp025PfF1290,Pooled,19,Hamdalaye,00,PfCRT,H97Y,17,0%,0,H97,5,25
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,17,0%,0,N1042,5,27
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,DHFR,I164L,18,0%,0,I164,5,10
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,R539T,18,0%,0,R539,5,8
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,PfCRT,C72S,18,0%,0,C72,5,17
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,DHFR,I164L,19,0%,0,I164,5,15
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,P441L,170,0%,0,P441,5,15
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,170,0%,0,F145,5,34
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,C469F,172,0%,0,C469,5,8
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,C469Y,172,0%,0,C469,5,8
18GNLa00xp008PfF1290,Pooled,18,Lay-Sarè,00,K13,A481V,172,0%,0,A481,5,8
18GNMa00xp041PfF1153,Pooled,18,Maferinyah,00,K13,A675V,173,0%,0,A675,2,26
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,1702,0%,0,P574,5,22
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,1713,0%,0,D584,5,31
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,C580Y,1707,0%,0,C580,5,22
18GNLa00xp022PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,1716,0%,0,R561,5,22
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,A481V,1716,0%,0,A481,5,34
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,V568G,171,0%,0,V568,5,12
19GNDo00xp012PfF1290,Pooled,19,Dorota,00,K13,C580Y,171,0%,0,C580,5,12
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,P574L,172,0%,0,P574,3,26
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,1718,0%,0,P574,5,15
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,1717,0%,0,A578,5,31
