Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,I543T,189,0%,0,I543,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,K13,R539T,190,0%,0,R539,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,DHPS,A581G,19,0%,0,A581,1
17GNDo00F0067PfF1153,Individual,17,Dorota,00,K13,F446I,19,0%,0,F446,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,P527H,19,0%,0,P527,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,K13,D584V,19,0%,0,D584,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,N458Y,19,0%,0,N458,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,C469F,19,0%,0,C469,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,C469Y,19,0%,0,C469,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfMDR1 ,Y184F,19,0%,0,Y184,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,F446I,19,0%,0,F446,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,K13,N458Y,19,0%,0,N458,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,K13,M476I,19,0%,0,M476,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,K13,Y493H,19,0%,0,Y493,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,K13,V568G,19,0%,0,V568,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,C469F,19,0%,0,C469,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,C469Y,19,0%,0,C469,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,R515K,19,0%,0,R515,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,A578S,19,0%,0,A578,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,19,0%,0,I164,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHPS,K540E,19,0%,0,K540,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,P527H,19,0%,0,P527,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,R561H,19,0%,0,R561,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,V568G,19,0%,0,V568,1
18GNMa1A0129PfF1290,Individual,18,Maferinyah,01,K13,P574L,19,0%,0,P574,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,DHPS,A613S,19,0%,0,A613,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,DHFR,I164L,20,0%,0,I164,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,K13,R561H,20,0%,0,R561,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,DHPS,K540E,20,0%,0,K540,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,Y493H,190,0%,0,Y493,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,R561H,192,0%,0,R561,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,A578S,192,0%,0,A578,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,P527H,192,0%,0,P527,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,F446I,193,0%,0,F446,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,K13,V568G,194,0%,0,V568,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,N537I,194,0%,0,N537,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,mitochondrial genome - CYTB CDS,I258M,194,0%,0,I258,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,N458Y,195,0%,0,N458,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,P527H,195,0%,0,P527,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,M476I,196,0%,0,M476,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,R539T,197,0%,0,R539,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,K13,R561H,199,0%,0,R561,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,K13,G449A,196,0%,0,G449,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,K13,G538V,196,0%,0,G538,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,G538V,197,0%,0,G538,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,R539T,197,0%,0,R539,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,K13,N537I,198,0%,0,N537,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,N537I,199,0%,0,N537,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,P527H,197,0%,0,P527,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,G538V,199,0%,0,G538,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,C580Y,200,0%,0,C580,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,K13,R539T,201,0%,0,R539,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,K13,R515K,202,0%,0,R515,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,I218F,2,0%,0,I218,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,A220S,2,0%,0,A220,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,PfMDR1 ,Y184F,2,0%,0,Y184,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,DHPS,S436A,2,0%,0,S436,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,PfCRT,F145I,2,0%,0,F145,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,C72S,2,0%,0,C72,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,V73V,2,0%,0,V73,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,T93S,2,0%,0,T93,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,H97Y,2,0%,0,H97,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,M343L,2,0%,0,M343,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,C350R,2,0%,0,C350,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,PfCRT,G353V,2,0%,0,G353,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,PfCRT,I218F,2,0%,0,I218,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,PfCRT,F145I,2,0%,0,F145,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,PfCRT,F145I,2,0%,0,F145,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,PfCRT,C350R,2,0%,0,C350,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,PfCRT,G353V,2,0%,0,G353,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,PfCRT,I356T,2,0%,0,I356,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,N458Y,2,0%,0,N458,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,P527H,2,0%,0,P527,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,N537I,2,0%,0,N537,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,G538V,2,0%,0,G538,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,R539T,2,0%,0,R539,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,I543T,2,0%,0,I543,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,P574L,2,0%,0,P574,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,DHPS,A613S,2,0%,0,A613,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,C469F,2,0%,0,C469,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,C469Y,2,0%,0,C469,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,M476I,2,0%,0,M476,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,A481V,2,0%,0,A481,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,Y493H,2,0%,0,Y493,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,DHFR,A16V,2,0%,0,A16,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,DHPS,A581G,2,0%,0,A581,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfCRT,T93S,2,0%,0,T93,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfCRT,H97Y,2,0%,0,H97,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfCRT,F145I,2,0%,0,F145,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfMDR1 ,S1034C,2,0%,0,S1034,1
17GNHa00F0011PfF1290,Individual,17,Hamdalaye,00,PfMDR1 ,N1042D,2,0%,0,N1042,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,G449A,2,0%,0,G449,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,N458Y,2,0%,0,N458,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,C469F,2,0%,0,C469,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,C469Y,2,0%,0,C469,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,M476I,2,0%,0,M476,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,A481V,2,0%,0,A481,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,DHPS,A437G,2,0%,0,A437,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,DHPS,A581G,2,0%,0,A581,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,M476I,2,0%,0,M476,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,A481V,2,0%,0,A481,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,Y493H,2,0%,0,Y493,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,R515K,2,0%,0,R515,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,P527H,2,0%,0,P527,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,N537I,2,0%,0,N537,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,G538V,2,0%,0,G538,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,K13,R539T,2,0%,0,R539,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,DHPS,S436A,2,0%,0,S436,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,DHPS,A613S,2,0%,0,A613,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,PfCRT,T93S,2,0%,0,T93,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,PfCRT,H97Y,2,0%,0,H97,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,DHFR,I164L,2,0%,0,I164,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,F446I,2,0%,0,F446,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,C72S,2,0%,0,C72,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,V73V,2,0%,0,V73,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,T93S,2,0%,0,T93,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,H97Y,2,0%,0,H97,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,M343L,2,0%,0,M343,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,C350R,2,0%,0,C350,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,G353V,2,0%,0,G353,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,N537I,2,0%,0,N537,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,G538V,2,0%,0,G538,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,R539T,2,0%,0,R539,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,I543T,2,0%,0,I543,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,2,0%,0,P527,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,2,0%,0,N537,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,2,0%,0,G538,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,2,0%,0,R539,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,2,0%,0,I543,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,D1246Y,2,0%,0,D1246,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHFR,I164L,2,0%,0,I164,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHPS,A581G,2,0%,0,A581,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHPS,A613S,2,0%,0,A613,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,PfCRT,I218F,2,0%,0,I218,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,PfCRT,A220S,2,0%,0,A220,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,D1246Y,2,0%,0,D1246,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfCRT,T93S,2,0%,0,T93,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfCRT,H97Y,2,0%,0,H97,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfCRT,I218F,2,0%,0,I218,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,Y184F,2,0%,0,Y184,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,PfCRT,Q271E,2,0%,0,Q271,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,PfCRT,I218F,2,0%,0,I218,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,P441L,2,0%,0,P441,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,F446I,2,0%,0,F446,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,2,0%,0,Y493,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,R515K,2,0%,0,R515,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,2,0%,0,P527,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,2,0%,0,P553,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,2,0%,0,R561,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,2,0%,0,V568,1
18GNLS00F0156PfF1290,Individual,18,Lay-Sarè,00,K13,D584V,2,0%,0,D584,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,PfMDR1 ,S1034C,2,0%,0,S1034,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,PfMDR1 ,N1042D,2,0%,0,N1042,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHFR,I164L,2,0%,0,I164,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,PfCRT,T93S,2,0%,0,T93,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,PfCRT,H97Y,2,0%,0,H97,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,DHFR,I164L,2,0%,0,I164,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,V73V,2,0%,0,V73,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,M74I,2,0%,0,M74,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,N75E,2,0%,0,N75,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,K76T,2,0%,0,K76,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,T93S,2,0%,0,T93,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfCRT,H97Y,2,0%,0,H97,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,S1034C,2,0%,0,S1034,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,N1042D,2,0%,0,N1042,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,PfCRT,F145I,2,0%,0,F145,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,DHPS,A437G,2,0%,0,A437,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,C72S,2,0%,0,C72,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,V73V,2,0%,0,V73,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,M74I,2,0%,0,M74,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,N75E,2,0%,0,N75,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,K76T,2,0%,0,K76,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,T93S,2,0%,0,T93,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,H97Y,2,0%,0,H97,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,M343L,2,0%,0,M343,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,C350R,2,0%,0,C350,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,G353V,2,0%,0,G353,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,PfCRT,I356T,2,0%,0,I356,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,2,0%,0,K540,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,2,0%,0,K540,1
18GNLS21A0136PfF1290,Individual,18,Lay-Sarè,21,DHPS,A581G,2,0%,0,A581,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,Y184F,2,0%,0,Y184,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,S1034C,2,0%,0,S1034,1
18GNLS21F0156PfF1290,Individual,18,Lay-Sarè,21,PfMDR1 ,N1042D,2,0%,0,N1042,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,2,0%,0,I164,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,S1034C,2,0%,0,S1034,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N1042D,2,0%,0,N1042,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,I218F,2,0%,0,I218,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,A220S,2,0%,0,A220,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,S1034C,2,0%,0,S1034,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N1042D,2,0%,0,N1042,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,D1246Y,2,0%,0,D1246,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHFR,A16V,2,0%,0,A16,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHPS,K540E,2,0%,0,K540,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHPS,A581G,2,0%,0,A581,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,2,0%,0,A613,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,C72S,2,0%,0,C72,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,V73V,2,0%,0,V73,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,M74I,2,0%,0,M74,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,N75E,2,0%,0,N75,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,K76T,2,0%,0,K76,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,F145I,2,0%,0,F145,1
18GNMa00F0182PfF1290,Individual,18,Maferinyah,00,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,C72S,2,0%,0,C72,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,V73V,2,0%,0,V73,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,M74I,2,0%,0,M74,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,N75E,2,0%,0,N75,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,K76T,2,0%,0,K76,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,T93S,2,0%,0,T93,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,PfCRT,H97Y,2,0%,0,H97,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfCRT,T93S,2,0%,0,T93,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfCRT,H97Y,2,0%,0,H97,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfCRT,Q271E,2,0%,0,Q271,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,D1246Y,2,0%,0,D1246,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,DHPS,K540E,2,0%,0,K540,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,DHPS,A613S,2,0%,0,A613,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,PfCRT,F145I,2,0%,0,F145,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,N86Y,2,0%,0,N86,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,DHPS,K540E,2,0%,0,K540,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,F145I,2,0%,0,F145,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,D1246Y,2,0%,0,D1246,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,P527H,2,0%,0,P527,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,N537I,2,0%,0,N537,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,G538V,2,0%,0,G538,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,R539T,2,0%,0,R539,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,DHFR,A16V,2,0%,0,A16,1
18GNMa21F0182PfF1290,Individual,18,Maferinyah,21,DHFR,I164L,2,0%,0,I164,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,PfCRT,F145I,2,0%,0,F145,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,PfCRT,I218F,2,0%,0,I218,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,PfCRT,A220S,2,0%,0,A220,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,PfMDR1 ,N86Y,2,0%,0,N86,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,PfCRT,F145I,2,0%,0,F145,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,PfMDR1 ,N86Y,2,0%,0,N86,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,DHFR,I164L,2,0%,0,I164,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,DHPS,K540E,2,0%,0,K540,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,DHPS,A581G,2,0%,0,A581,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,PfCRT,F145I,2,0%,0,F145,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,PfCRT,M343L,2,0%,0,M343,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,PfCRT,C350R,2,0%,0,C350,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,PfCRT,G353V,2,0%,0,G353,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,PfCRT,I356T,2,0%,0,I356,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,M343L,2,0%,0,M343,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,C350R,2,0%,0,C350,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,G353V,2,0%,0,G353,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,P441L,2,0%,0,P441,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,F446I,2,0%,0,F446,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,G449A,2,0%,0,G449,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,N458Y,2,0%,0,N458,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,C469F,2,0%,0,C469,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,C469Y,2,0%,0,C469,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,M476I,2,0%,0,M476,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,A481V,2,0%,0,A481,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,Y493H,2,0%,0,Y493,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,R622I,2,0%,0,R622,1
19GNHa00F0097PfF1290,Individual,19,Hamdalaye,00,K13,A675V,2,0%,0,A675,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,C72S,2,0%,0,C72,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,V73V,2,0%,0,V73,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,M74I,2,0%,0,M74,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,N75E,2,0%,0,N75,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,K76T,2,0%,0,K76,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,T93S,2,0%,0,T93,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,H97Y,2,0%,0,H97,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,PfCRT,M343L,2,0%,0,M343,1
